time,latitude,longitude,Height
2022-04-30 17:01:17,48.52898177842696,-123.13042654500835,594.84204
2022-04-30 17:06:17,48.52898177842696,-123.13042654500835,575.0038
2022-04-30 17:11:17,48.52898177842696,-123.13042654500835,592.0952
2022-04-30 17:16:17,48.52898177842696,-123.13042654500835,574.3934
2022-04-30 17:21:17,48.52898177842696,-123.13042654500835,543.5678
2022-04-30 17:26:17,48.52898177842696,-123.13042654500835,584.4651
2022-04-30 17:31:17,48.52898177842696,-123.13042654500835,572.8674
2022-04-30 17:36:17,48.52898177842696,-123.13042654500835,564.62683
2022-04-30 17:41:17,48.52898177842696,-123.13042654500835,564.62683
2022-04-30 17:46:17,48.52898177842696,-123.13042654500835,584.4651
2022-04-30 17:51:17,48.52898177842696,-123.13042654500835,541.7366
2022-04-30 17:56:17,48.52898177842696,-123.13042654500835,606.43976
2022-04-30 18:01:17,48.52898177842696,-123.13042654500835,564.93207
2022-04-30 18:06:17,48.52898177842696,-123.13042654500835,
2022-04-30 18:11:17,48.52898177842696,-123.13042654500835,608.5762
2022-04-30 18:16:17,48.52898177842696,-123.13042654500835,550.8927
2022-04-30 18:21:17,48.52898177842696,-123.13042654500835,614.0699
2022-04-30 18:26:17,48.52898177842696,-123.13042654500835,628.10925
2022-04-30 18:31:17,48.52898177842696,-123.13042654500835,581.71826
2022-04-30 18:36:17,48.52898177842696,-123.13042654500835,616.5115
2022-04-30 18:41:17,48.52898177842696,-123.13042654500835,
2022-04-30 18:46:17,48.52898177842696,-123.13042654500835,554.24994
2022-04-30 18:51:17,48.52898177842696,-123.13042654500835,630.8561
2022-04-30 18:56:17,48.52898177842696,-123.13042654500835,567.3737
2022-04-30 19:01:17,48.52898177842696,-123.13042654500835,632.3821
2022-04-30 19:06:17,48.52898177842696,-123.13042654500835,593.6212
2022-04-30 19:11:17,48.52898177842696,-123.13042654500835,
2022-04-30 19:16:17,48.52898177842696,-123.13042654500835,587.51715
2022-04-30 19:21:17,48.52898177842696,-123.13042654500835,574.3934
2022-04-30 19:26:17,48.52898177842696,-123.13042654500835,596.6732
2022-04-30 19:31:17,48.52898177842696,-123.13042654500835,595.1472
2022-04-30 19:36:17,48.52898177842696,-123.13042654500835,603.0825
2022-04-30 19:41:17,48.52898177842696,-123.13042654500835,603.0825
2022-04-30 19:46:17,48.52898177842696,-123.13042654500835,603.69293
2022-04-30 19:51:17,48.52898177842696,-123.13042654500835,621.3948
2022-04-30 19:56:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:01:17,48.52898177842696,-123.13042654500835,628.4144
2022-04-30 20:06:17,48.52898177842696,-123.13042654500835,615.90106
2022-04-30 20:11:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:16:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:21:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:26:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:31:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:36:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:41:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:46:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:51:17,48.52898177842696,-123.13042654500835,
2022-04-30 20:56:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:01:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:06:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:11:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:16:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:21:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:26:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:31:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:36:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:41:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:46:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:51:17,48.52898177842696,-123.13042654500835,
2022-04-30 21:56:17,48.52898177842696,-123.13042654500835,
2022-04-30 22:01:17,48.52898177842696,-123.13042654500835,
2022-04-30 22:06:17,48.52898177842696,-123.13042654500835,
2022-04-30 22:11:17,48.52898177842696,-123.13042654500835,
2022-04-30 22:16:17,48.52898177842696,-123.13042654500835,
2022-04-30 22:21:17,48.52898177842696,-123.13042654500835,
